,stemmedComment
4302,"['terus', 'kalo', 'sudah', 'begitu', 'masih', 'kerja', 'sana', 'sama', 'saja', 'bohong', 'dong', 'cuma', 'pamer', 'ibadahnyamana', 'sisi', 'bertobatnyasetau', 'ane', 'sih', 'ustadz', 'balik', 'dari', 'bal', 'ke', 'jogja', 'pakai', 'garuda', 'bisnis', 'classluar', 'biasauddudeuddude']"
4303,"['ya', 'bagus', 'dong', 'kalo', 'begitu', 'moga', 'ulama', 'ini', 'bisa', 'di', 'ikut', 'oleh', 'ulama', 'lain', 'berani', 'ajar', 'agama', 'di', 'tempat', 'yang', 'tidak', 'benar']"
4304,"['mantapppp', 'uddudee']"
4305,"['ini', 'baru', 'ulamameramgkul', 'dan', 'menyadarkn', 'bukan', 'seperti', 'yv', 'di', 'maumya', 'tamapil', 'di', 'tv', 'bukan', 'ulama', 'yang', 'jadi', 'selebritis', 'palagi', 'yang', 'mengaku', 'ulama', 'tapi', 'kaing', 'kaimg', 'kabur', 'waktu', 'panggil', 'polisi', 'ulama', 'selebrites']"
4306,"['yang', 'penting', 'usaha', 'duluhasilnya', 'serah', 'pada', 'yang', 'maha', 'kuasauddudcd']"
4307,"['mubalig', 'sejati', 'jadi', 'cawapres']"
4308,"['nah', 'ini', 'ulama', 'yang', 'sungguh', 'saya', 'salut', 'dengan', 'anda', 'pak', 'ustad']"
4309,"['uddudcfuddudcfuddudcf', 'jangan', 'hakim', 'sudah', 'rangkul', 'uddudcduddudcduddudcd']"
4310,"['mubaliq', 'sejati', 'bukan', 'selebritis']"
4311,"['kalo', 'urus', 'sama', 'perut', 'mereka', 'bagaimana', 'pak', 'solusi']"
4312,"['makin', 'aneh', 'dan', 'enggak', 'bisa', 'dpercaya']"
4313,"['joss', 'gandos', 'ulama', 'sejati']"
4314,"['pandu', 'karaoke', 'n', 'ya', 'yang', 'di', 'ajak', 'ke', 'masjid', 'pr', 'tablig', 'akbar', 'untuk', 'sholawatan', 'biar', 'dapat', 'hidayah', 'tobat', 'bukan', 'sholawatannya', 'di', 'klun', 'malam']"
4315,"['benar', 'koalisi', 'rapuhh']"
4316,"['belum', 'jelas', 'visi', 'misi', 'sudah', 'rebut', 'kue']"
4317,"['mardani', 'pasrah', 'takut', 'bongkar', 'kardus']"
4318,"['sih', 'sera', 'takut', 'pada', 'kabur', 'ye']"
4319,"['parlemen', 'kmp', 'koalisi', 'oposisi', 'lebih', 'banyak', 'dari', 'kih', 'koalisi', 'perintah', 'tapi', 'karena', 'perintah', 'kuat', 'dan', 'hebat', 'banyak', 'yang', 'geser', 'jugajd', 'jangan', 'mikir', 'dulu', 'takut', 'kalau', 'jadi', 'perintah', 'gara', 'sedikit', 'diparlemenyang', 'harus', 'di', 'takut', 'masih', 'ada', 'kexukupan', 'enggak', 'buat', 'duduk', 'diparlemenhehhe']"
4320,"['uboleh', 'meminta', 'bagi', 'elektoral', 'tapi', 'kardus', 'balikin', 'dulu', 'hehe']"
4321,"['kalau', 'jenderal', 'prabowo', 'memang', 'benarbenar', 'merahputih', 'dengan', 'garuda', 'di', 'dada', 'bisa', 'jadi', 'gerindra', 'besar', 'dan', 'akan', 'gilas', 'pekaes', 'yang', 'tidak', 'kompatibel', 'dengan', 'merah', 'putih', 'dan', 'garuda', 'dan', 'gilas', 'demokrat', 'dan', 'kapan', 'yang', 'plin', 'plan', 'kemudian', 'sama', 'dukung', 'pak', 'jokowi', 'kyai', 'maruf', 'gerindra', 'bahu', 'bahu', 'bangun', 'indonesia', 'pak', 'prabowo', 'dapat', 'jadi', 'anggota', 'wantimpres', 'pak', 'presiden', 'jokowi', 'di']"
4322,"['jadi', 'ribet', 'gin']"
4323,"['koalisi', 'tapi', 'pikir', 'dan', 'hati', 'sudah', 'mana', 'mana', 'saling', 'curiga', 'dan', 'main', 'kaki', 'cari', 'aman', 'siapa', 'pun', 'yang', 'menang', 'tetap', 'dapat', 'kursi', 'dan', 'kardusrakyat', 'ketawa', 'sambil', 'mules', 'lihat', 'laku', 'politikus']"
4324,"['jangan', 'khawatir', 'kalau', 'dua', 'kaki', 'dapat', 'kanan', 'kiri', 'oke']"
4325,"['ya', 'belum', 'juga', 'apaapa', 'sudah', 'mengomongkan', 'untung', 'sekarang', 'ini', 'pikir', 'bagaimana', 'cara', 'agar', 'menang', 'dulu', 'masalah', 'bagi', 'jabat', 'atau', 'untung', 'urus', 'nanti']"
4326,"['kayak', 'gin', 'kok', 'mengomong', 'sudah', 'solid']"
4327,"['parte', 'parte', 'kardus']"
4328,"['harap', 'koalisi', 'bubar', 'ya']"
4329,"['andi', 'arief', 'demokrat', 'sejati', 'jalan', 'dalam', 'ungkap', 'yang', 'nyata', 'sehingga', 'apa', 'yang', 'di', 'kata', 'andi', 'arief', 'seperti', 'nya', 'benar', 'yang', 'nyata', 'pula', 'bagai', 'orang', 'pilitikus', 'yang', 'baik']"
4330,"['gerindra', 'gemetar']"
4331,"['heh', 'seni', 'tingkat', 'tinggi', 'biasa', 'saja', 'keless', 'hanya', 'lupa', 'terlalu', 'sibuk', 'dengan', 'rebut', 'kuasa', 'saling', 'klaim', 'kasihan', 'di', 'level', 'grassroots', 'jadi', 'bahan', 'cemooh', 'lupa', 'tonton', 'rakyat']"
4332,"['belum', 'kuasa', 'dan', 'bagi', 'bagi', 'jabat', 'sudah', 'cakar', 'cakar', 'tonton', 'yang', 'tarik', 'juga', 'malu']"
4333,"['hati', 'gondok', 'mulut', 'tetap', 'man', 'ria']"
4334,"['takuutt', 'takut', 'tambah', 'nyungsep', 'takut', 'bongkar', 'habis', 'yang', 't']"
4335,"['sdhlah', 'publik', 'sudah', 'tau', 'lihat', 'saja', 'jaket', 'volet', 'biru', 'cuma', 'dkit', 'hanya', 'sebagai', 'plengkap']"
4336,"['politis', 'gerindra', 'seperti', 'tidak', 'bisa', 'baca', 'sikap', 'atau', 'pura', 'tidak', 'bisa', 'pada', 'dengan', 'sengaja', 'politik', 'dua', 'kaki', 'karena', 'gerindra', 'sendiri', 'yang', 'egois', 'semua', 'posisi', 'strategis', 'pegang', 'kader', 'coba', 'dari', 'awal', 'gerindra', 'sudah', 'tinggal', 'koalisi', 'menyimak', 'dong']"
4337,"['pikir', 'cerdas', 'apa', 'itu', 'juga', 'pikir', 'oleh', 'dukung', 'jokowimaruf', 'ya', 'ikut', 'dukungdukung', 'tapi', 'enggak', 'lolos', 'di', 'parlemen', 'sekarang', 'grudakgruduk', 'bareng', 'nampang', 'di', 'tv', 'terus', 'bagi', 'enggak', 'lolos', 'di', 'senayan', 'kasihan', 'kalau', 'nati', 'seperti', 'itu', 'bisa', 'bisa', 'alam', 'yang', 'dulu', 'setela', 'milu', 'pasien', 'di', 'rsj', 'lonjak', 'jangan', 'sampai', 'itu', 'kasihan', 'keluarga', 'di', 'rumah', 'go', 'rakyat', 'indonesia', 'cerdas']"
4338,"['memikirkan', 'partai', 'sendiri', 'yang', 'belum', 'tentu', 'dapat', 'kursi', 'saja', 'repot', 'suruh', 'menang', 'partai', 'usung', 'caprescawapres', 'gerindra', 'ogaah', 'ahsetengah', 'mati', 'tengah', 'hati']"
4339,"['mengoceh', 'ajelu']"
4340,"['kurang', 'kencang', 'dan', 'keras', 'jerit', 'omtiru', 'noh', 'yang', 'yang', 'sudah', 'rapat', 'ke', 'pak', 'deh', 'jkwhihihiii']"
4341,"['poles', 'terus', 'biar', 'indah']"
4342,"['harap', 'supaya', 'bagi', 'juga', 'kardus', 'nya', 'uddudeuddudeudeudduddudeuddudeuddude']"
4343,"['andi', 'arif', 'hanya', 'berani', 'mengomong', 'takut', 'bukti']"
4344,"['sandi', 'ahy', 'untuk', 'masa', 'depan', 'indonesia', 'yang', 'lebih', 'baik', 'mari', 'kita', 'siap', 'dari', 'sekarang']"
4345,"['uang', 'mahar', 'bagaimana', 'om']"
4346,['andiariftopmarkotop']
4347,['kardusss']
4348,"['urus', 'koalisi', 'saja', 'gagal', 'mau', 'urus', 'rumah', 'tangga']"
4349,"['gerindra', 'tak', 'mampu', 'simak', 'kesan', 'dan', 'pesan', 'ucap', 'aamaklum', 'kardus', 'kalau', 'kena', 'air', 'pasti', 'letoy', 'kayak', 'bubur', 'kertas', 'tak', 'punya', 'daya']"
4350,"['wo', 'semua', 'timses', 'lo', 'harus', 'bekal', 'ulang', 'biar', 'pesan', 'anarkis', 'isu', 'sara', 'dan', 'fitnah', 'nya', 'dapat', 'sampai', 'dengan', 'kompak', 'begitu', 'wo']"
4351,"['haha', 'andi', 'arief', 'enggak', 'mempan', 'beri', 'puji', 'kayak', 'begitu', 'sudah', 'cukup', 'kali', 'gagal', 'xgagal']"
4352,"['ah', 'bisa', 'saja', 'kardus']"
4353,"['kayaknya', 'pada', 'enggak', 'totally', 'dukung', 'pas', 'cuma', 'karena', 'enggak', 'bisa', 'bikin', 'poros', 'jadi', 'aspel', 'saja']"
4354,"['capres', 'cawapres', 'ketua', 'timses', 'semua', 'dipegag', 'gerindra', 'itu', 'inovasi', 'inovasi', 'dalam', 'hal', 'kadalin', 'teman', 'koalisi', 'tanya', 'masalah', 'apa', 'kok', 'jawab', 'mana', 'enggak', 'menyambung']"
4355,"['gerindra', 'akan', 'uji', 'oleh', 'waktu', 'apakah', 'tetap', 'ingat', 'oleh', 'basis', 'massa', 'lepas', 'jokowi', 'akhir', 'masa', 'presiden', 'untuk', 'periode', 'karena', 'gerindra', 'besar', 'seperti', 'sekarang', 'ini', 'adalah', 'pengaruh', 'jokowi', 'yang', 'jadi', 'presiden']"
4356,"['enggak', 'malu', 'ngomongim', 'inovasi', 'tuh', 'lihat', 'inovasi', 'lo', 'program', 'okeh', 'mengoceh', 'pada', 'mati', 'cuma', 'program', 'tipu', 'doang']"
4357,"['demokrat', 'kapan', 'pks', 'siap', 'nyungsep', 'karena', 'kardus']"
4358,"['menang', 'gerindra', 'adalah', 'niscaya', 'maju', 'terus', 'gerindra']"
4359,['buuuuuuuuubbbbbaaaaaarrrrrgrak']
4360,"['di', 'kubu', 'ini', 'semua', 'nya', 'di', 'borong', 'capres', 'dari', 'gerindra', 'cawapres', 'dari', 'gerindra', 'ketua', 'tim', 'dari', 'gerindra', 'yang', 'lain', 'dapat', 'apa']"
4361,"['inovasi', 'ok', 'mengoceh']"
4362,"['sih', 'andi', 'dari', 'demokrat', 'enggak', 'usah', 'didengarkan', 'mengomong', 'doang', 'sok', 'pintergiliran', 'panggil', 'bawaslu', 'sampai', 'kali', 'mangkirpolitik', 'cari', 'tenar', 'banyak', 'cakap', 'layak', 'orang', 'cerdas', 'alias', 'tongkosong']"
4363,"['yang', 'abadi', 'di', 'politik', 'hanya', 'penting', 'strategi', 'surabaya', 'yang', 'lepas', 'dpd', 'dan', 'anggota', 'dukung', 'pak', 'jokowi', 'adalah', 'agar', 'cara', 'elektoral', 'mereka', 'lebih', 'aman', 'utama', 'untuk', 'caleg']"
4364,"['makanya', 'bang', 'sandi', 'kalo', 'bagi', 'harus', 'rata', 'lah', 'kan', 'bisa', 'saja', 'demokrat', 'ber', 'kampanye', 'untuk', 'diri', 'sendiri']"
4365,"['caprescawapresketua', 'timses', 'dari', 'gerindra', 'semua', 'apakah', 'biut', 'inovatif', 'demokrasi', 'maruk', 'kalee']"
4366,"['apa', 'yang', 'ucap', 'andi', 'baru', 'sedikit', 'kita', 'tunggu', 'ucap', 'andi', 'yang', 'lain', 'misal', 'gin', 'prabowo', 'kali', 'gagal', 'jadi', 'presiden', 'dan', 'sandi', 'uno', 'gagal', 'jadi', 'gubernur', 'nya', 'klop', 'kalo', 'jadi', 'capres', 'cawapres', 'karena', 'sama', 'produk', 'gagal']"
4367,"['betul', 'sandi', 'lah', 'tempe', 'saja', 'buat', 'seperti', 'kartu', 'atm', 'apalagi', 'kardus', 'gampang']"
4368,"['hahaha', 'as', 'usual', 'enggak', 'menyambung', 'dungu', 'akut']"
4369,"['gerindong', 'enggak', 'mungkin', 'bisa', 'besar', 'sendiri', 'karena', 'gerindong', 'bakal', 'nyungsep', 'di']"
4370,"['andi', 'arif', 'buang', 'saja', 'ngerusak', 'saja', 'kerja']"
4371,"['tiap', 'komentar', 'selalu', 'saja', 'ada', 'nama', 'jokowi', 'padahal', 'jokowi', 'saja', 'enggak', 'ada', 'sebut', 'nama', 'ini', 'orang', 'tiap', 'wawancara', 'dengan', 'media', 'kayak', 'ini', 'orang', 'fan', 'banget', 'sama', 'jokowi']"
4372,"['percaya', 'sama', 'jenderal', 'kardus', 'akhir', 'dikardusin', 'semua']"
4373,"['pakai', 'peci', 'saja', 'miring', 'lu', 'pilpres', 'pilih', 'prabowo', 'sandi']"
4374,"['menang', 'kalah', 'gerindra', 'yang', 'jaya', 'sekutu', 'sengsara', 'paling', 'elit', 'doang', 'yang', 'dapat', 'isi', 'kardus']"
4375,"['bukti', 'nya', 'di']"
4376,"['parnokoooohahahhaademi', 'naikin', 'suara', 'nol', 'koma', 'nooooll', 'aoa', 'juga', 'dia', 'komen', 'sih', 'badut', 'merasa', 'sekjen', 'iniuntungnya', 'sudah', 'pileg', 'badut', 'dari', 'parnoko', 'ini', 'balik', 'lagi', 'jadi', 'buzzer', 'seperti', 'mula']"
4377,"['capres', 'cawapres', 'dari', 'gerindra', 'aneh', 'kalau', 'parpol', 'lain', 'manut', 'saja', 'kecuali', 'kalau', 'harga', 'parpolnya', 'memang', 'batas', 'kardus']"
4378,"['jujur', 'psi', 'datang', 'baru', 'tapi', 'lebih', 'cerdas', 'benar', 'ww', 'gagal', 'gagal', 'kali', 'dan', 'gagal', 'rumah', 'tangga', 'tapi', 'ingin', 'jadi', 'pimpin', 'negara', 'mikirrr']"
4379,"['wowo', 'gagal', 'psi', 'nilai', 'enggak', 'tepat', 'nih', 'harus', 'wowo', 'gagal', 'total', 'kata', 'benar', 'itu', 'walaupun', 'pahit', 'banget']"
4380,"['sok', 'amat', 'ini', 'orang', 'baru', 'trjun', 'di', 'poltik', 'saja', 'ssh', 'banyak', 'cincongpngalman', 'saja', 'masih', 'nol']"
4381,"['om', 'juli', 'jangan', 'dibocorin', 'semua', 'lemah', 'ah', 'ada', 'biarkan', 'gembos', 'sendiri', 'wkwkwkwk']"
4382,"['prabocor', 'enggak', 'gagal', 'satu', 'lemah', 'prabocor', 'kalau', 'nyapres', 'kalah', 'terus', 'sampai', 'kapan']"
4383,"['urus', 'rumah', 'tangga', 'saja', 'gagal', 'jadi', 'tentara', 'gagal', 'sampai', 'purna', 'tugas', 'jadi', 'cawapres', 'gagal', 'ikut', 'pilpres', 'juga', 'gagal', 'memang', 'sudah', 'biasa', 'gagal', 'ini', 'orang', 'tapi', 'enggak', 'tau', 'diri']"
4384,"['pakai', 'peci', 'saja', 'miring', 'mau', 'nguus', 'negara', 'lo']"
4385,['parnoko']
4386,"['daripada', 'adu', 'debat', 'mending', 'adu', 'capres', 'mengaji', 'jadi', 'imam', 'sholat', 'wowo', 'berani', 'enggak', 'kata', 'koalisi', 'lebih', 'islami', 'kok', 'capresnya', 'enggak', 'bisa', 'mengaji', 'jadi', 'imam', 'sholat', 'ini', 'fakta', 'lho', 'ayo', 'coba', 'di', 'tes', 'di', 'depan', 'publik', 'hihihihi']"
4387,"['muda', 'dan', 'berani', 'salut', 'saya']"
4388,"['kasihan', 'pks', 'kapan', 'cuma', 'alat', 'jadi', 'gembira']"
4389,"['uwowo', 'memang', 'egois', 'temperamen']"
4390,"['yang', 'saya', 'enggak', 'bisa', 'maklum', 'sama', 'anak', 'ini', 'sok', 'pinternya', 'itu', 'lho', 'baru', 'juga', 'melek', 'politik', 'tapi', 'bicara', 'sok', 'mengerti', 'kamu', 'mah', 'enggak', 'pantas', 'bicara', 'seperti', 'itu']"
4391,"['terus', 'lah', 'kau', 'berkicautampak', 'jelas', 'intelektual', 'anda']"
4392,"['ini', 'bocah', 'masih', 'liar', 'saja', 'belum', 'ditangkep', 'kan', 'dia', 'tuh', 'pasie', 'eresje', 'yang', 'kabur']"
4393,"['kalau', 'berani', 'datangin', 'prabowo', 'jangan', 'bisa', 'mengoceh', 'doang']"
4394,"['ketauancerdasnya', 'ini', 'orang']"
4395,"['anak', 'bawang', 'komentar', 'bukti', 'dulu', 'psi', 'di', 'pileg', 'baru', 'mengomong', 'mas', 'apalagi', 'yang', 'dikomentarin', 'sudah', 'bukti', 'bbrapa', 'kali', 'ikut', 'pemilupilpres', 'tidak', 'etisss']"
4396,"['rukun', 'damai', 'wahai', 'semua', 'saudara', 'bangsa', 'dan', 'tanah', 'air']"
4397,"['nynyir', 'amat', 'di', 'orang', 'cam', 'betool', 'saja']"
4398,"['kalo', 'sekjen', 'psi', 'analisis', 'nya', 'cetek', 'asbun', 'gin', 'bagaimana', 'knowledge', 'politik', 'anggota', 'nya', 'ya', 'jangan', 'cuma', 'jadi', 'team', 'gembira', 'politik', 'nya', 'sih', 'kodok', 'ajasekjen', 'nya', 'cuma', 'cuap', 'numpang', 'beken', 'di', 'medsos', 'n', 'solo', 'karir', 'politik', 'enggak', 'memikirkan', 'anggota', 'nyamending', 'lo', 'pakai', 'peci', 'hitam', 'jadi', 'tukang', 'sate', 'pikul', 'ton']"
4399,"['hahahaaahahaha', 'sih', 'tukang', 'sol', 'sepatu', 'keliling', 'numpang', 'eks']"
4400,"['sih', 'topi', 'miring', 'kalo', 'mengoceh', 'otak', 'nya', 'ikut', 'miring', 'wkwkwkwk']"
4401,"['hadeuuuuh', 'nyisir', 'rambut', 'dulu', 'yang', 'benar', 'baru', 'komentar']"
4402,"['psi', 'apa', 'sih', 'ada', 'wakil', 'di', 'dpr', 'numpang', 'kampanye', 'enggak', 'usah', 'di', 'tanggap', 'biarkan', 'saja', 'nanti', 'padam', 'sendiri']"
4403,"['lagi', 'juli', 'dasar', 'parnoko']"
4404,"['hahaha', 'hidup', 'bos', 'ahokkkj']"
4405,"['psi', 'memang', 'di', 'setting', 'untuk', 'jadi', 'peluru', 'walau', 'cuma', 'jadi', 'peluru', 'karet']"
4406,"['nampaknya', 'andi', 'arief', 'ini', 'anak', 'millenia', 'indonesia', 'yang', 'tarik', 'dan', 'patut', 'hitung', 'di', 'politik', 'kita']"
4407,"['keren', 'nih', 'andi', 'arief', 'jangan', 'mau', 'dikibulin', 'gerindra', 'uddude']"
4408,"['wkwk', 'muncul', 'lagi', 'nih', 'cebong']"
4409,"['ibarat', 'main', 'catur', 'prabowo', 'sudah', 'salah', 'langkah', 'dari', 'awalklo', 'kalah', 'sudah', 'pasti', 'tapi', 'ini', 'dar', 'hindar', 'skak', 'match', 'terlalu', 'cepat']"
4410,"['anak', 'kecil', 'ini', 'memang', 'disetting', 'untuk', 'selalu', 'hantam', 'prabowo', 'bagai', 'signal', 'bahwa', 'prabowo', 'tidak', 'level', 'jika', 'harus', 'hadap', 'para', 'senior']"
4411,"['benar', 'kamu', 'ton', 'prabowo', 'gagal', 'mengurus', 'rumah', 'tangga', 'saja', 'gagal', 'jadi', 'tni', 'juga', 'gagal', 'dapat', 'bintang', 'tiga', 'juga', 'karena', 'kuasa', 'mertua', 'waktu', 'itu']"
4412,"['hahahaha', 'gagal', 'bin', 'bocor']"
4413,"['lah', 'prabowo', 'dari', 'dulu', 'emosional', 'dan', 'ego', 'sentris', 'terima', 'saja', 'lah', 'deh', 'lanjur', 'kan']"
4414,"['maklum', 'di', 'kubu', 'kardus', 'lihat', 'terlalu', 'banyak', 'ego']"
4415,"['ton', 'tonwis', 'ngopi', 'mbok']"
4416,"['kardus', 'kardus', 'ente', 'di', 'kerjain', 'pks', 'kapan', 'dan', 'pada', 'selamat', 'ber', 'amboradul', 'ria', 'dapat', 'suara', 'sudah', 'bagus', 'ha', 'ha', 'ha']"
4417,"['mengurus', 'koalisi', 'nya', 'saja', 'enggak', 'bisa', 'apa', 'lagi', 'mengurus', 'negara', 'hadeh', 'otak', 'dukung', 'ada', 'ada', 'mana', 'ya']"
4418,"['ini', 'nyindar', 'menyindir', 'psi', 'masih', 'lanjut', 'terus', 'ini', 'psi', 'terus', 'terus', 'gembos', 'elektabilitas', 'pak', 'jokowitolong', 'tegas', 'kalau', 'memang', 'bisa', 'nyinyir', 'mulu', 'ya', 'jangan', 'gabung', 'di', 'koalisi', 'pak', 'jokowi']"
4419,"['nyinyir', 'meminta', 'ampun', 'ini', 'psi', 'bukti', 'belum', 'adabanyak', 'bicara']"
4420,"['ah', 'sok', 'tau', 'lu', 'komentari', 'saja', 'dolar', 'yang', 'naik', 'terus']"
4421,"['anak', 'kecil', 'ajar', 'celometan']"
4422,"['hidup', 'mas', 'jokouddudeduddudedudduded']"
4423,"['belum', 'pernah', 'tempeleng', 'ini', 'anak']"
4424,"['kardus', 'akan', 'jebol', 'karena', 'tenggelam', 'dalam', 'air']"
4425,"['boleh', 'sih', 'juli', 'ini', 'pedas', 'omong', 'buat', 'kubu', 'wowo', 'sandi', 'tapi', 'benar', 'juga', 'sih', 'bagaimana', 'mau', 'pimpin', 'negara', 'pimpin', 'koalisi', 'saja', 'enggak', 'solid', 'ealah', 'mengapai', 'jauh', 'pimpin', 'rumah', 'tangga', 'saja', 'pernah', 'gagal', 'ya']"
4426,"['ane', 'enggak', 'tuju', 'sama', 'psi', 'kardus', 'bukan', 'gagal', 'om', 'cuma', 'takut', 'adu', 'mengaji', 'sama', 'jadi', 'imam', 'sholat', 'uddudeuddude']"
4427,"['haduhkebanyakan', 'komen', 'doang', 'kerja', 'saja', 'belum', 'kerjakerjakerjakasihan', 'pak', 'jokowi', 'kalo', 'hanya', 'dukung', 'oleh', 'yang', 'banyak', 'mengomong', 'banyak', 'kritik', 'banyak', 'menyindir', 'tapi', 'belum', 'ada', 'bukti', 'kerja']"
4428,"['muncul', 'terus', 'sih', 'parnoko', 'ini', 'hahaha']"
4429,"['ayo', 'serang', 'lagi', 'paling', 'demen', 'lihat', 'komentar', 'thread', 'politik', 'nih']"
4430,"['sip', 'deh', 'koalisi', 'wowo', 'koalisi', 'tapi', 'juga', 'saling', 'tusuk', 'diam', 'dari', 'belakang']"
4431,"['ya', 'jlas', 'gagal', 'lah', 'cuma', 'bisa', 'lobi', 'deal', 'deal', 'setelah', 'gabung', 'di', 'cuekin', 'brkunjung', 'atau', 'komuniksi', 'pun', 'sprtinya', 'tidak', 'ya', 'karena', 'pikir', 'sudah', 'pasti', 'gerak', 'menang', 'padahal', 'dalam', 'koalisi', 'bth', 'komunikasi', 'lebih', 'intens', 'ya', 'begini', 'jdinya']"
4432,"['di', 'pilpres', 'kali', 'ini', 'yang', 'untung', 'jelas', 'gerindra', 'karena', 'caprescawapres', 'maupun', 'ketua', 'timses', 'juga', 'semua', 'dari', 'gerindra', 'jadi', 'harus', 'ya', 'gerindra', 'yang', 'tanggung', 'semua', 'logistik', 'dllnya', 'karena', 'gerindra', 'yang', 'akan', 'paling', 'untung']"
4433,"['hahahahaha', 'psi', 'apalagiparnoko']"
4434,"['lah', 'kan', 'kalian', 'sudah', 'bagi', 'kardus', 'jgnkan', 'ikhlas', 'sampai', 'senang', 'kbwa', 'alam', 'mimpi', 'hahaha', 'udeuddudeudd', 'dasar', 'koalisi', 'kardus']"
4435,"['ya', 'iya', 'kan', 'dapat', 'kadus', 'jelas', 'saja', 'iklaslah', 'pada', 'enggak', 'dapat', 'apa', 'wajar', 'saja', 'nelongso']"
4436,"['ya', 'bagaimana', 'enggak', 'ikhlas', 'kardus', 'gede', 'pada', 'kan', 'enggak', 'bagi', 'apa', 'apa', 'hahahaha']"
4437,"['ikhlas', 'sama', 'broo']"
4438,"['iklas', 'kardus']"
4439,"['ikhlas', 'dengan', 'berat', 'hati', 'politik', 'kok', 'ikhlas', 'politik', 'itu', 'penting', 'menang', 'atau', 'kalah', 'maju', 'atau', 'mundur', 'eufimistik']"
4440,['sama']
4441,"['yang', 'habis', 'kena', 'tabok', 'kardus', 'ya', 'pasti', 'beda', 'omong']"
4442,"['lah', 'iya', 'takut', 'kalah', 'enggak', 'sesuai', 'harap', 'enggak', 'penting', 'yang', 'penting', 'bukan', 'jokowi', 'mau', 'ulang', 'kasus', 'dki', 'wkwkwkkwkw']"
4443,"['ha', 'ha', 'ha', 'kapan', 'ikhlas', 'entar', 'juga', 'kalo', 'kalah', 'pasti', 'ngemis', 'ke', 'menang', 'meminta', 'menteri', 'prabowo', 'bakal', 'tinggal', 'lagi', 'mana', 'pernah', 'kapan', 'ikhlas']"
4444,"['bisa', 'maklum', 'kalo', 'yang', 'bagi', 'kardus', 'akan', 'ikhlas', 'wajar', 'kan']"
4445,"['hancur', 'an', 'nih', 'koalisi']"
4446,"['maklum', 'ada', 'tambah', 'kardus']"
4447,"['sama', 'memang', 'bikin', 'ikhlassekedar', 'jadi', 'jongos', 'juga', 'rela', 'hihihi']"
4448,"['capres', 'gerindra', 'cawapres', 'gerindra', 'ketua', 'tim', 'suskses', 'gerindra', 'yang', 'dapat', 'jatah', 'kardus', 'mah', 'bisa', 'iklaslumayan', 't', 'bagi', 'lah', 'ini', 'pada', 'nihil', 'bagaimana', 'bisa', 'iklas', 'bro', 'udeuddudeuddudeudd']"
4449,"['ikhlas', 'nila', 'sama']"
4450,"['kasih', 'koalisi', 'kardus']"
4451,"['sumpah', 'ini', 'lucu', 'udeudduddudcbuddudce']"
4452,"['kapan', 'ikhlas', 'wong', 'dapat', 'kardus', 'sama', 'pada']"
4453,"['moga', 'besok', 'misal', 'jokowi', 'jadi', 'lagi', 'tidk', 'belot', 'perintah', 'jokwi', 'kayak', 'belum']"
4454,"['kapan', 'pekaes', 'diam', 'saja', 'lah', 'pasti', 'karena', 'petinggi', 'nya', 'sudah', 'kenyang', 'sama', 'kalian', 'kader', 'di', 'bawah']"
4455,"['ikhlas', 'dukung', 'capres', 'yang', 'enggak', 'bisa', 'sholat']"
4456,"['iklas', 'lah', 'usung', 'jenderal', 'kardus', 'deh', 'di', 'makan', 'kardus', 'doyan', 'makan', 'kardus']"
4457,"['bossss', 'aku', 'di', 'traktir', 'makan', 'duren', 'donkkatanya', 'habis', 'dapat', 'uang']"
4458,"['ya', 'jelas', 'ikhlas', 'lah', 'orang', 'kardus', 'deh', 'dapat', 'menang', 'kayak', 'mau', 'kalah', 'ke', 'egp']"
4459,"['unggul', 'kapan', 'ada', 'pada', 'calegnya']"
4460,"['pada', 'enggak', 'dapat', 'apa', 'apakardus', 'sang', 'putra', 'kak', 'timses', 'terus', 'di', 'suruh', 'total', 'begitu', 'kok', 'rasa', 'bagaimana', 'ya', 'ngenes', 'amat']"
4461,"['bagaimana', 'pada', 'mau', 'ikhlas', 'kaya', 'ente', 'bossudah', 'kardus', 'enggak', 'dapat', 'jatah', 'ketua', 'timses', 'saja', 'enggak', 'kebagiansakitnya', 'tuh', 'sini', 'tau']"
4462,"['contoh', 'gubernur', 'jambi', 'ikhlas', 'banget']"
4463,"['masa', 'sih', 'ikhlashahagak', 'ada', 'makan', 'siang', 'gratis', 'bungudah', 'meminta', 'jatah', 'menteri', 'dkkjgn', 'bodoh', 'rakyat', 'lah']"
4464,"['hahaha', 'kalau', 'enggak', 'ikhlas', 'ya', 'balikin', 'dulu', 'yang', 'sama', 'uddude']"
4465,"['jelas', 'ikhlas', 'lah', 'dapat', 'kardus', 'deh']"
4466,"['tahu', 'saya', 'kapan', 'itu', 'bagi', 'dari', 'partai', 'ya', 'menjujung', 'tinggi', 'islam', 'jadi', 'tahu', 'benar', 'aarti', 'iklas', 'tidal', 'ada', 'mahar', 'tidak', 'meminta', 'sesuatu', 'dan', 'masuh', 'banyak', 'lain', 'dari', 'dua', 'ini', 'saja', 'apa', 'kategory', 'iklas', 'yang', 'and', 'sebut', 'sudah', 'masuk', 'rasa', 'rasa', 'bohong', 'besar']"
